CreateObject(1344, 2489.9390, -1649.5145, 13.3163, 0.0000, 0.0000, 0.0000);
CreateObject(9321, -1191.0999755859, -1165.1999511719, 129.69999694824, 0, 0, 90);
CreateObject(9321, -1198.0999755859, -1165.1999511719, 129.69999694824, 0, 0, 90);
CreateObject(9321, -1205, -1165.1999511719, 129.69999694824, 0, 0, 90);
CreateObject(9321, -1211.8000488281, -1165.0999755859, 129.69999694824, 0, 0, 90);
CreateObject(11292, -1150.5, -1218.6999511719, 129.69999694824, 0, 0, 180);
CreateObject(11326, -1152.8000488281, -1185.5999755859, 131.5, 0, 0, 270);
CreateObject(11391, -1089.4000244141, -1156, 129.5, 0, 0, 180);
CreateObject(1676, -1204.8000488281, -1197.8000488281, 130, 0, 0, 272);
CreateObject(1676, -1204.6999511719, -1200.4000244141, 130, 0, 0, 271.99951171875);
CreateObject(1676, -1193.6999511719, -1200.1999511719, 130, 0, 0, 271.99951171875);
CreateObject(1676, -1193.6999511719, -1197.9000244141, 130, 0, 0, 271.99951171875);
CreateObject(3515, -1121.3000488281, -1192.6999511719, 130.19999694824, 0, 0, 0);
CreateObject(6965, -1121, -1198.9000244141, 132.80000305176, 0, 0, 0);
CreateObject(3515, -1127.3000488281, -1199, 130.19999694824, 0, 0, 0);
CreateObject(3515, -1121.0999755859, -1204.8000488281, 130.19999694824, 0, 0, 0);
CreateObject(3515, -1115.4000244141, -1198.9000244141, 130.19999694824, 0, 0, 0);
CreateObject(7388, -1149.8000488281, -1211.6999511719, 128.19999694824, 0, 0, 10);
CreateObject(9833, -1084, -1207.9000244141, 131.39999389648, 0, 0, 0);
CreateObject(13562, -1030.8000488281, -1141.5999755859, 128.19999694824, 0, 0, 0);
CreateObject(16776, -1107.1999511719, -1141.0999755859, 128.19999694824, 0, 0, 182);
CreateObject(16778, -1032, -1153.9000244141, 128.19999694824, 0, 0, 0);
CreateObject(970, -1120.6999511719, -1231.9000244141, 128.80000305176, 0, 0, 0);
CreateObject(970, -1116.5999755859, -1231.9000244141, 128.80000305176, 0, 0, 0);
CreateObject(970, -1112.5, -1231.9000244141, 128.80000305176, 0, 0, 0);
CreateObject(970, -1100.1999511719, -1253.0999755859, 128.80000305176, 0, 0, 90);
CreateObject(970, -1100.1999511719, -1249, 128.80000305176, 0, 0, 90);
CreateObject(970, -1100.1999511719, -1244.9000244141, 128.80000305176, 0, 0, 90);
CreateObject(970, -1100.1999511719, -1240.8000488281, 128.80000305176, 0, 0, 90);
CreateObject(970, -1100.1999511719, -1236.6999511719, 128.80000305176, 0, 0, 90);
CreateObject(970, -1108.4000244141, -1232, 128.80000305176, 0, 0, 0);
CreateObject(970, -1106.5, -1231.9000244141, 128.89999389648, 0, 0, 0);
CreateObject(970, -1101.9000244141, -1233.4000244141, 128.80000305176, 0, 0, 324);
CreateObject(991, -1091.6999511719, -1181.5999755859, 129.39999389648, 0, 0, 0);
CreateObject(991, -1098.3000488281, -1181.5999755859, 129.39999389648, 0, 0, 0);
CreateObject(991, -1104.9000244141, -1181.5999755859, 129.39999389648, 0, 0, 0);
CreateObject(991, -1108, -1178.3000488281, 129.39999389648, 0, 0, 88);
CreateObject(991, -1107.8000488281, -1171.6999511719, 129.39999389648, 0, 0, 87.994995117188);
CreateObject(991, -1107.5999755859, -1165.0999755859, 129.39999389648, 0, 0, 87.994995117188);
CreateObject(991, -1107.4000244141, -1160.0999755859, 129.39999389648, 0, 0, 87.994995117188);
CreateObject(991, -1104.4000244141, -1151.1999511719, 129.39999389648, 0, 0, 0);
CreateObject(991, -1097.8000488281, -1151.1999511719, 129.39999389648, 0, 0, 0);
CreateObject(991, -1091.1999511719, -1151.1999511719, 129.39999389648, 0, 0, 0);
CreateObject(991, -1087.9000244141, -1154.5, 129.39999389648, 0, 0, 90);
CreateObject(991, -1087.9000244141, -1161.0999755859, 129.39999389648, 0, 0, 90);
CreateObject(991, -1087.9000244141, -1167.6999511719, 129.39999389648, 0, 0, 90);
CreateObject(991, -1087.9000244141, -1174.3000488281, 129.39999389648, 0, 0, 90);
CreateObject(991, -1087.9000244141, -1178.3000488281, 129.39999389648, 0, 0, 92);
CreateObject(991, -1091.0999755859, -1181.5999755859, 129.39999389648, 0, 0, 0);
CreateObject(18452, -1111.9000244141, -1176.0999755859, 131.19999694824, 0, 0, 358);
CreateObject(18452, -1111.5999755859, -1164.9000244141, 131.19999694824, 0, 0, 357.99499511719);
CreateObject(3279, -1163.0999755859, -1212.8000488281, 128.19999694824, 0, 0, 0);
CreateObject(3279, -1031.8000488281, -1173, 128.19999694824, 0, 0, 0);
CreateObject(2890, -1172.0999755859, -1165.5, 128.19999694824, 0, 0, 0);
CreateObject(2890, -1105.8000488281, -1161.5999755859, 128.19999694824, 0, 0, 358);
CreateObject(1574, -1180.6999511719, -1195.3000488281, 128.39999389648, 0, 0, 0);
CreateObject(1574, -1170, -1206.3000488281, 128.39999389648, 0, 0, 0);
CreateObject(12957, -1214.6999511719, -1155.6999511719, 129.10000610352, 0, 0, 0);
CreateObject(12957, -1147.5999755859, -1211.4000244141, 129.10000610352, 0, 0, 0);
CreateObject(12957, -1082.5999755859, -1179.4000244141, 129.10000610352, 0, 0, 0);
CreateObject(939, -1187.9000244141, -1170.4000244141, 130.69999694824, 0, 0, 84);
CreateObject(939, -1180.5, -1170.1999511719, 130.69999694824, 0, 0, 83.995971679688);
CreateObject(939, -1195.3000488281, -1170.0999755859, 130.69999694824, 0, 0, 83.995971679688);
CreateObject(939, -1202.5999755859, -1170.4000244141, 130.69999694824, 0, 0, 83.995971679688);
CreateObject(939, -1210.5, -1170, 130.69999694824, 0, 0, 83.995971679688);
CreateObject(18248, -1068.9000244141, -1243.1999511719, 136.30000305176, 0, 0, 352);
CreateObject(18249, -1127, -1073.9000244141, 135, 0, 0, 90);
CreateObject(2985, -1182.6999511719, -1081.1999511719, 144.30000305176, 0, 0, 0);
CreateObject(2985, -1170.0999755859, -1142.6999511719, 144.30000305176, 0, 0, 0);
CreateObject(2985, -1163.0999755859, -1212.5, 144.30000305176, 0, 0, 0);
CreateObject(2985, -1079.0999755859, -1247.1999511719, 144.30000305176, 0, 0, 0);
CreateObject(2985, -1032, -1173.3000488281, 144.30000305176, 0, 0, 0);
CreateObject(3277, -1067.6999511719, -1091.5, 128.19999694824, 0, 0, 0);
CreateObject(3277, -1065.1999511719, -1307, 128.19999694824, 0, 0, 0);
CreateObject(5811, -1072, -1307, 132.39999389648, 0, 0, 0);
CreateObject(8132, -1062.0999755859, -1260.4000244141, 130.80000305176, 0, 0, 12);
CreateObject(8406, -1059.9000244141, -1227, 133.69999694824, 0, 0, 90);
CreateObject(9132, -1030.9000244141, -1035.1999511719, 147.30000305176, 0, 0, 90);
CreateObject(9314, -1108.5, -1095, 130, 0, 0, 270);
CreateObject(14467, -1067.3994140625, -1091.599609375, 131.39999389648, 0, 0, 0);
CreateObject(14467, -1064.8000488281, -1307.1999511719, 131.39999389648, 0, 0, 0);
CreateObject(1637, -1084.6999511719, -1071.9000244141, 129.5, 0, 0, 0);
CreateObject(9245, -1099.3000488281, -1199.5, 140, 0, 0, 0);
CreateObject(2808, -1103.0999755859, -1244.4000244141, 128.89999389648, 0, 0, 180);
CreateObject(2808, -1106, -1244.4000244141, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(2808, -1108.8000488281, -1244.4000244141, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(2808, -1111.5999755859, -1244.4000244141, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(2808, -1114.5, -1244.5, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(2808, -1117.5999755859, -1244.5, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(2808, -1120.8000488281, -1244.5999755859, 128.89999389648, 0, 0, 179.99450683594);
CreateObject(3657, -1119.1999511719, -1240.6999511719, 128.69999694824, 0, 0, 0);
CreateObject(3657, -1114, -1240.6999511719, 128.69999694824, 0, 0, 0);
CreateObject(3657, -1108.6999511719, -1240.6999511719, 128.69999694824, 0, 0, 0);
CreateObject(3657, -1103.4000244141, -1240.6999511719, 128.69999694824, 0, 0, 0);
CreateObject(11665, -1119, -1248.9000244141, 128.89999389648, 0, 0, 270);
CreateObject(11665, -1113.9000244141, -1248.9000244141, 128.89999389648, 0, 0, 270);
CreateObject(11665, -1108.5999755859, -1249, 128.89999389648, 0, 0, 270);
CreateObject(11665, -1103.0999755859, -1249, 128.89999389648, 0, 0, 270);
CreateObject(1712, -1120.4000244141, -1237.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(1712, -1116, -1237.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(1712, -1111.5999755859, -1237.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(1712, -1107, -1237.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(1712, -1102.8000488281, -1237.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(1707, -1120.4000244141, -1234.0999755859, 128.19999694824, 0, 0, 0);
CreateObject(1707, -1116.0999755859, -1234.0999755859, 128.19999694824, 0, 0, 0);
CreateObject(1707, -1111.8000488281, -1234, 128.19999694824, 0, 0, 0);
CreateObject(1707, -1108, -1234, 128.19999694824, 0, 0, 0);
CreateObject(16362, -1163.9000244141, -915.70001220703, 131.30000305176, 0, 0, 270);
CreateObject(1632, -1100, -920.20001220703, 129.5, 0, 0, 272);
CreateObject(1632, -1074.6999511719, -919.29998779297, 129.5, 0, 0, 91.99951171875);
CreateObject(3269, -1086.5999755859, -940.5, 128.19999694824, 0, 0, 132);
CreateObject(4526, -1012.799987793, -920, 130.30000305176, 0, 0, 264);
CreateObject(993, -1079.8000488281, -925.70001220703, 129.80000305176, 0, 0, 4);
CreateObject(993, -1069.8000488281, -925, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1059.9000244141, -924.29998779297, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1050, -923.59997558594, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1040.0999755859, -922.90002441406, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1031.4000244141, -925.5, 129.80000305176, 0, 0, 321.9990234375);
CreateObject(993, -1023.5, -931.59997558594, 129.80000305176, 0, 0, 321.99829101563);
CreateObject(993, -1019.700012207, -939.29998779297, 129.80000305176, 0, 0, 269.99829101563);
CreateObject(993, -1021.799987793, -940, 129.80000305176, 0, 0, 295.99450683594);
CreateObject(993, -1027.5999755859, -932.29998779297, 129.80000305176, 0, 0, 317.99365234375);
CreateObject(993, -1035.6999511719, -926.70001220703, 129.80000305176, 0, 0, 331.98828125);
CreateObject(993, -1044.8000488281, -924.79998779297, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1054.8000488281, -925.5, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1064.4000244141, -927.40002441406, 129.80000305176, 0, 0, 17.9990234375);
CreateObject(993, -1072.5, -932.5, 129.80000305176, 0, 0, 45.99560546875);
CreateObject(993, -1079.5, -939.70001220703, 129.80000305176, 0, 0, 45.994262695313);
CreateObject(993, -1007, -952.40002441406, 129.80000305176, 0, 0, 359.99365234375);
CreateObject(993, -1016.9000244141, -952.40002441406, 129.80000305176, 0, 0, 359.98901367188);
CreateObject(993, -1026.5, -950.5, 129.80000305176, 0, 0, 337.98901367188);
CreateObject(993, -1034.8000488281, -945.09997558594, 129.80000305176, 0, 0, 315.98889160156);
CreateObject(993, -1042.9000244141, -939.70001220703, 129.80000305176, 0, 0, 335.98876953125);
CreateObject(993, -1052.1999511719, -938.29998779297, 129.80000305176, 0, 0, 5.98388671875);
CreateObject(993, -1060.8000488281, -941.90002441406, 129.80000305176, 0, 0, 39.982055664063);
CreateObject(993, -1068.9000244141, -947.79998779297, 129.80000305176, 0, 0, 31.979248046875);
CreateObject(993, -1078.1999511719, -951.20001220703, 129.80000305176, 0, 0, 7.9757080078125);
CreateObject(993, -1089.5999755859, -926.40002441406, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1099.5999755859, -927.09997558594, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1109.5, -927.79998779297, 129.80000305176, 0, 0, 3.9990234375);
CreateObject(993, -1119.5, -928, 129.80000305176, 0, 0, 357.9990234375);
CreateObject(993, -1129.5, -927.70001220703, 129.80000305176, 0, 0, 357.99499511719);
CreateObject(993, -1139.1999511719, -928.70001220703, 129.80000305176, 0, 0, 13.994995117188);
CreateObject(993, -1148.4000244141, -931, 129.80000305176, 0, 0, 13.991088867188);
CreateObject(993, -1157.9000244141, -933.40002441406, 129.80000305176, 0, 0, 13.991088867188);
CreateObject(993, -1167.0999755859, -935.79998779297, 129.80000305176, 0, 0, 13.991088867188);
CreateObject(13594, -1087.6999511719, -920.09997558594, 132.19999694824, 0, 0, 88);
CreateObject(3425, -1020.200012207, -1061.3000488281, 139.69999694824, 0, 0, 0);
CreateObject(3673, -1092.0999755859, -993.5, 139, 0, 0, 179.99450683594);
CreateObject(9833, -1108.9000244141, -934.79998779297, 131.39999389648, 0, 0, 0);
CreateObject(993, -1100.3000488281, -943.5, 129.80000305176, 0, 0, 359.99499511719);
CreateObject(993, -1110, -942.29998779297, 129.80000305176, 0, 0, 345.99499511719);
CreateObject(993, -1118.9000244141, -938.5, 129.80000305176, 0, 0, 327.99194335938);
CreateObject(993, -1127.0999755859, -933.20001220703, 129.80000305176, 0, 0, 325.99182128906);
CreateObject(993, -1131.4000244141, -930.40002441406, 129.80000305176, 0, 0, 325.99182128906);
CreateObject(13562, -1135.8000488281, -931.29998779297, 128.19999694824, 0, 0, 0);
CreateObject(993, -1127.8000488281, -935.70001220703, 129.80000305176, 0, 0, 355.99194335938);
CreateObject(993, -1137.6999511719, -935, 129.80000305176, 0, 0, 355.98999023438);
CreateObject(993, -1147.5999755859, -934.29998779297, 129.80000305176, 0, 0, 355.98999023438);
CreateObject(993, -1154.0999755859, -934, 129.80000305176, 0, 0, 355.98999023438);
CreateObject(16092, -1158.9000244141, -941.20001220703, 128.19999694824, 0, 0, 0);
CreateObject(993, -1153.4000244141, -949.59997558594, 129.80000305176, 0, 0, 351.98999023438);
CreateObject(993, -1143.5, -951, 129.80000305176, 0, 0, 351.98547363281);
CreateObject(993, -1134.1999511719, -953.59997558594, 129.80000305176, 0, 0, 335.98547363281);
CreateObject(993, -1125.0999755859, -957.59997558594, 129.80000305176, 0, 0, 335.98388671875);
CreateObject(993, -1115.5, -960.5, 129.80000305176, 0, 0, 349.98388671875);
CreateObject(993, -1105.5999755859, -960.79998779297, 129.80000305176, 0, 0, 5.98046875);
CreateObject(993, -1097, -956.59997558594, 129.80000305176, 0, 0, 45.9765625);
CreateObject(993, -1092.6999511719, -952.09997558594, 129.80000305176, 0, 0, 45.972290039063);
CreateObject(3567, -1195.6999511719, -978.90002441406, 129.10000610352, 0, 0, 0);
CreateObject(3567, -1192.1999511719, -978.90002441406, 129.10000610352, 0, 0, 0);
CreateObject(3567, -1188.8000488281, -978.90002441406, 129.10000610352, 0, 0, 0);
CreateObject(993, -1175.8000488281, -940.09997558594, 129.80000305176, 0, 0, 37.991088867188);
CreateObject(993, -1180.8000488281, -947.79998779297, 129.80000305176, 0, 0, 75.99072265625);
CreateObject(993, -1182, -957.59997558594, 129.80000305176, 0, 0, 89.986938476563);
CreateObject(993, -1182.3000488281, -967.59997558594, 129.80000305176, 0, 0, 85.983520507813);
CreateObject(993, -1183, -977.59997558594, 129.80000305176, 0, 0, 85.97900390625);
CreateObject(993, -1183.3000488281, -987.59997558594, 129.80000305176, 0, 0, 89.97900390625);
CreateObject(2934, -1154, -952.20001220703, 129.69999694824, 0, 0, 82);
CreateObject(2934, -1154.4000244141, -955.79998779297, 129.69999694824, 0, 0, 81.996459960938);
CreateObject(2934, -1145, -954, 129.69999694824, 0, 0, 81.996459960938);
CreateObject(2934, -1145.9000244141, -957.90002441406, 129.69999694824, 0, 0, 81.996459960938);
CreateObject(2934, -1136.1999511719, -956.5, 129.69999694824, 0, 0, 81.996459960938);
CreateObject(2934, -1137.5, -960.40002441406, 129.69999694824, 0, 0, 81.996459960938);
CreateObject(12932, -1053.9000244141, -971.90002441406, 131.60000610352, 0, 0, 92);
CreateObject(993, -1162.3000488281, -952.90002441406, 129.80000305176, 0, 0, 53.983520507813);
CreateObject(993, -1166.1999511719, -958.29998779297, 129.80000305176, 0, 0, 53.981323242188);
CreateObject(993, -1169.4000244141, -967.20001220703, 129.80000305176, 0, 0, 85.97900390625);
CreateObject(993, -1170.0999755859, -977.20001220703, 129.80000305176, 0, 0, 85.97900390625);
CreateObject(993, -1170.8000488281, -987.09997558594, 129.80000305176, 0, 0, 85.97900390625);
CreateObject(993, -1171.5, -997, 129.80000305176, 0, 0, 85.97900390625);
CreateObject(1633, -1192.1999511719, -1006.299987793, 129.5, 0, 0, 0);
CreateObject(993, -1188.5999755859, -989, 129.80000305176, 0, 0, 179.97802734375);
CreateObject(993, -1196, -989, 129.80000305176, 0, 0, 179.97253417969);
CreateObject(1632, -1096, -977.09997558594, 129.5, 0, 0, 280);
CreateObject(993, -1071.8000488281, -971.90002441406, 134.69999694824, 90, 0, 11.970581054688);
CreateObject(993, -1071.6999511719, -974.90002441406, 134.69999694824, 90, 0, 11.970581054688);
CreateObject(993, -1071.9000244141, -968.79998779297, 134.60000610352, 90, 0, 11.969604492188);
CreateObject(993, -1063.5999755859, -969.20001220703, 134.69999694824, 90, 0, 13.969604492188);
CreateObject(993, -1063.6999511719, -966.40002441406, 134.69999694824, 90, 0, 13.969116210938);
CreateObject(993, -1063.5, -972.09997558594, 134.69999694824, 90, 0, 13.969116210938);
CreateObject(993, -1183.3000488281, -997.59997558594, 129.80000305176, 0, 0, 89.97802734375);
CreateObject(993, -1183.3000488281, -1007.5, 129.80000305176, 0, 0, 89.97802734375);
CreateObject(993, -1183.3000488281, -1017.5, 129.80000305176, 0, 0, 89.97802734375);
CreateObject(993, -1182.8000488281, -1027.4000244141, 129.80000305176, 0, 0, 95.97802734375);
CreateObject(993, -1182.5999755859, -1037.4000244141, 129.80000305176, 0, 0, 85.9765625);
CreateObject(993, -1183.3000488281, -1047.4000244141, 129.80000305176, 0, 0, 85.973510742188);
CreateObject(993, -1179.5999755859, -1054.8000488281, 129.80000305176, 0, 0, 147.97351074219);
CreateObject(993, -1170.6999511719, -1056.6999511719, 129.80000305176, 0, 0, 187.96936035156);
CreateObject(993, -1162.0999755859, -1052.9000244141, 129.80000305176, 0, 0, 219.96508789063);
CreateObject(993, -1156.5, -1045.1999511719, 129.80000305176, 0, 0, 247.96276855469);
CreateObject(993, -1153.5, -1035.9000244141, 129.80000305176, 0, 0, 255.96142578125);
CreateObject(993, -1152.5, -1026.0999755859, 129.80000305176, 0, 0, 271.95947265625);
CreateObject(993, -1171.5999755859, -1006.9000244141, 129.80000305176, 0, 0, 91.97900390625);
CreateObject(993, -1171.4000244141, -1016.9000244141, 129.80000305176, 0, 0, 89.9775390625);
CreateObject(993, -1171.4000244141, -1026.9000244141, 129.80000305176, 0, 0, 89.972534179688);
CreateObject(993, -1171.4000244141, -1036.8000488281, 129.80000305176, 0, 0, 89.972534179688);
CreateObject(993, -1168, -1038.4000244141, 129.80000305176, 0, 0, 217.97253417969);
CreateObject(993, -1162.6999511719, -1030.6999511719, 129.80000305176, 0, 0, 251.96875);
CreateObject(993, -1162.5999755859, -1021.299987793, 129.80000305176, 0, 0, 285.96594238281);
CreateObject(993, -1165.3000488281, -1011.700012207, 129.80000305176, 0, 0, 285.96313476563);
CreateObject(993, -1168, -1002.200012207, 129.80000305176, 0, 0, 285.96313476563);
CreateObject(993, -1170.1999511719, -994.40002441406, 129.80000305176, 0, 0, 285.96313476563);
CreateObject(16778, -1167.3000488281, -1030.5, 128.19999694824, 0, 0, 0);
CreateObject(16778, -1167.3000488281, -1020.4000244141, 128.19999694824, 0, 0, 178);
CreateObject(993, -1152.7998046875, -1016.2998046875, 129.80000305176, 0, 0, 271.95556640625);
CreateObject(993, -1153.0999755859, -1006.4000244141, 129.80000305176, 0, 0, 271.95556640625);
CreateObject(993, -1154.8000488281, -996.70001220703, 129.80000305176, 0, 0, 287.95556640625);
CreateObject(993, -1156.9000244141, -986.90002441406, 129.80000305176, 0, 0, 275.95166015625);
CreateObject(993, -1157.9000244141, -977, 129.80000305176, 0, 0, 275.94909667969);
CreateObject(993, -1154.0999755859, -969, 129.80000305176, 0, 0, 213.94909667969);
CreateObject(993, -1144.8000488281, -967.20001220703, 129.80000305176, 0, 0, 167.94775390625);
CreateObject(993, -1135, -969.29998779297, 129.80000305176, 0, 0, 167.94250488281);
CreateObject(993, -1126.1999511719, -973.5, 129.80000305176, 0, 0, 141.94250488281);
CreateObject(993, -1118.4000244141, -979.59997558594, 129.80000305176, 0, 0, 141.93786621094);
CreateObject(993, -1109.8994140625, -984.5, 129.80000305176, 0, 0, 157.93395996094);
CreateObject(993, -1104, -986.90002441406, 129.80000305176, 0, 0, 157.93395996094);
CreateObject(1225, -1185.9000244141, -1000.200012207, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1188.0999755859, -998.79998779297, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1190.0999755859, -997.20001220703, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1192.099609375, -995.5, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1193.9000244141, -993.79998779297, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1196.1999511719, -991.79998779297, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1198.5, -990, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1187.5999755859, -994.59997558594, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1185.5, -992.40002441406, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1190.5, -992.20001220703, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1185.0999755859, -996.90002441406, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1190.8000488281, -1001.4000244141, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1194.6999511719, -999.29998779297, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1198, -996.70001220703, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1197.8000488281, -1002, 128.60000610352, 0, 0, 0);
CreateObject(1676, -1091.8994140625, -967.599609375, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1093.5, -964.5, 129.80000305176, 0, 0, 297.99462890625);
CreateObject(1676, -1095.1999511719, -961.90002441406, 129.80000305176, 0, 0, 305.9931640625);
CreateObject(1676, -1097.5999755859, -959.70001220703, 129.80000305176, 0, 0, 307.9912109375);
CreateObject(1676, -1090.7998046875, -970.8994140625, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1087.6999511719, -960, 129.80000305176, 0, 0, 0);
CreateObject(1676, -1082.5, -959.90002441406, 129.80000305176, 0, 0, 0);
CreateObject(1676, -1077.0999755859, -959.70001220703, 129.80000305176, 0, 0, 0);
CreateObject(1676, -1070, -959.3994140625, 129.80000305176, 0, 0, 0);
CreateObject(1676, -1087.5999755859, -966.59997558594, 129.80000305176, 0, 0, 0);
CreateObject(1676, -1082.3000488281, -966.90002441406, 129.80000305176, 0, 0, 0);
CreateObject(1676, 132.39999389648, 145.80000305176, 457.70001220703, 0, 0, 0);
CreateObject(1676, -1078.0999755859, -952.70001220703, 129.80000305176, 0, 0, 2);
CreateObject(1676, -1071.5, -952.09997558594, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1063.9000244141, -951.90002441406, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1064.9000244141, -946.79998779297, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1056.0999755859, -946.40002441406, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1056.0999755859, -951.5, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1055.1999511719, -940.5, 129.80000305176, 0, 0, 1.99951171875);
CreateObject(1676, -1089.8000488281, -982.79998779297, 129.80000305176, 0, 0, 263.99462890625);
CreateObject(1676, -1090, -986.59997558594, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1083, -971, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1081.8000488281, -976.40002441406, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1081.6999511719, -982.09997558594, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1085.1999511719, -984.90002441406, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1087, -979.40002441406, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1087.0999755859, -973.5, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(1676, -1090.5, -976, 129.80000305176, 0, 0, 263.99047851563);
CreateObject(993, -1075, -995.20001220703, 129.80000305176, 0, 0, 181.93395996094);
CreateObject(993, -1065, -994.90002441406, 129.80000305176, 0, 0, 181.93359375);
CreateObject(993, -1055.0999755859, -994.59997558594, 129.80000305176, 0, 0, 181.93359375);
CreateObject(993, -1045.1999511719, -994.29998779297, 129.80000305176, 0, 0, 181.93359375);
CreateObject(993, -1035.4000244141, -994, 129.80000305176, 0, 0, 181.93359375);
CreateObject(993, -1025.6999511719, -993.70001220703, 129.80000305176, 0, 0, 181.93359375);
CreateObject(993, -1017.5, -990, 129.80000305176, 0, 0, 225.93359375);
CreateObject(993, -1014.5, -981.70001220703, 129.80000305176, 0, 0, 273.92834472656);
CreateObject(993, -1015.200012207, -971.79998779297, 129.80000305176, 0, 0, 273.92761230469);
CreateObject(993, -1018.799987793, -963.40002441406, 129.80000305176, 0, 0, 311.92761230469);
CreateObject(993, -1026.6999511719, -960.40002441406, 129.80000305176, 0, 0, 3.923828125);
CreateObject(3286, -1021.0999755859, -964.79998779297, 133, 0, 0, 0);
CreateObject(12917, -1040.8000488281, -977.79998779297, 128.19999694824, 0, 0, 0);
CreateObject(12921, -1013.5, -959.29998779297, 131.60000610352, 0, 0, 254);
CreateObject(14875, -1044.9000244141, -977.90002441406, 129, 0, 0, 0);
CreateObject(14873, -1031.6999511719, -963.29998779297, 129, 0, 0, 4);
CreateObject(12918, -1061.0999755859, -986.20001220703, 128.19999694824, 0, 0, 0);
CreateObject(13367, -1006.4000244141, -1061.4000244141, 140.19999694824, 0, 0, 0);
CreateObject(993, -1005.799987793, -996.70001220703, 129.80000305176, 0, 0, 225.92834472656);
CreateObject(993, -1013.9000244141, -1001.700012207, 129.80000305176, 0, 0, 197.92834472656);
CreateObject(993, -1023.299987793, -1004.700012207, 129.80000305176, 0, 0, 197.92419433594);
CreateObject(17053, -1143.1999511719, -981.90002441406, 128.19999694824, 0, 0, 0);
CreateObject(12918, -1122.8000488281, -985.09997558594, 128.19999694824, 0, 0, 0);
CreateObject(993, -1032.9000244141, -1006.700012207, 129.80000305176, 0, 0, 185.92419433594);
CreateObject(993, -1042.8000488281, -1007.700012207, 129.80000305176, 0, 0, 185.92163085938);
CreateObject(993, -1052.5, -1008.700012207, 129.80000305176, 0, 0, 185.92163085938);
CreateObject(993, -1062.3000488281, -1009.700012207, 129.80000305176, 0, 0, 185.92163085938);
CreateObject(993, -1072.1999511719, -1010.200012207, 129.80000305176, 0, 0, 179.92163085938);
CreateObject(993, -1082.1999511719, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
CreateObject(12920, -1094.1999511719, -1058.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(12920, -1127.1999511719, -1058.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(12920, -1061.0999755859, -1057.9000244141, 128.19999694824, 0, 0, 0);
CreateObject(993, -1092.1999511719, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
